"food";"Folate, total";"Phenylalanine";"Riboflavin";"Sugars, Total NLEA";"Tryptophan";"Tyrosine";"Vitamin B-6";"holyRatio"
"riboflavin, cheese, cheddar, mild, block/chunk, store brand, food club ";"riboflavin, cheese, cheddar, mild, block/chunk, store brand, food club ";0;0;30.7692307692308;0;0;0;0;0
"riboflavin, cheese, cheddar, mild, block/chunk, store brand, great value";"riboflavin, cheese, cheddar, mild, block/chunk, store brand, great value";0;0;36.1538461538462;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded mild, kraft";"riboflavin, cheese, cheddar, natural shredded mild, kraft";0;0;40.3846153846154;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded mild, store brand, great value";"riboflavin, cheese, cheddar, natural shredded mild, store brand, great value";0;0;30.7692307692308;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded mild, store brand, skroger";"riboflavin, cheese, cheddar, natural shredded mild, store brand, skroger";0;0;30;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded mild, store brand, wegmans";"riboflavin, cheese, cheddar, natural shredded mild, store brand, wegmans";0;0;27.6923076923077;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded sharp, kraft";"riboflavin, cheese, cheddar, natural shredded sharp, kraft";0;0;31.1538461538462;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded sharp, store brand, great value";"riboflavin, cheese, cheddar, natural shredded sharp, store brand, great value";0;0;28.4615384615385;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded sharp, store brand, my essentials";"riboflavin, cheese, cheddar, natural shredded sharp, store brand, my essentials";0;0;32.3076923076923;0;0;0;0;0
"riboflavin, cheese, cheddar, natural shredded sharp, store brand, skroger";"riboflavin, cheese, cheddar, natural shredded sharp, store brand, skroger";0;0;29.2307692307692;0;0;0;0;0
"riboflavin, cheese, cheddar, sharp, block/chunk cabot, seriously sharp";"riboflavin, cheese, cheddar, sharp, block/chunk cabot, seriously sharp";0;0;43.0769230769231;0;0;0;0;0
"riboflavin, cheese, cheddar, sharp, block/chunk kraft";"riboflavin, cheese, cheddar, sharp, block/chunk kraft";0;0;36.9230769230769;0;0;0;0;0
"riboflavin, cheese, cheddar, sharp, block/chunk, store brand, great value";"riboflavin, cheese, cheddar, sharp, block/chunk, store brand, great value";0;0;39.2307692307692;0;0;0;0;0
"riboflavin, cheese, dry white, queso seco, el mexicano brand";"riboflavin, cheese, dry white, queso seco, el mexicano brand";0;0;22.3076923076923;0;0;0;0;0
"riboflavin, cheese, dry white, queso seco, mixed composite";"riboflavin, cheese, dry white, queso seco, mixed composite";0;0;16.7692307692308;0;0;0;0;0
"riboflavin, cheese, string";"riboflavin, cheese, string";0;0;27.5384615384615;0;0;0;0;0
"riboflavin, cheese, swiss, slices";"riboflavin, cheese, swiss, slices";0;0;23.3333333333333;0;0;0;0;0
"riboflavin, chicken breasts, boneless, skinless, non";"riboflavin, chicken breasts, boneless, skinless, non";0;0;14.3589743589744;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, braised, enhanced";"riboflavin, chicken, dark meat, lean only, drumstick, braised, enhanced";0;0;12.3076923076923;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, braised, non";"riboflavin, chicken, dark meat, lean only, drumstick, braised, non";0;0;14.2307692307692;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, raw, enhanced";"riboflavin, chicken, dark meat, lean only, drumstick, raw, enhanced";0;0;13.0769230769231;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, raw, non";"riboflavin, chicken, dark meat, lean only, drumstick, raw, non";0;0;14.4230769230769;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, roasted, enhanced";"riboflavin, chicken, dark meat, lean only, drumstick, roasted, enhanced";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, drumstick, roasted, non";"riboflavin, chicken, dark meat, lean only, drumstick, roasted, non";0;0;14.0384615384615;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, braised, enhanced";"riboflavin, chicken, dark meat, lean only, thigh, braised, enhanced";0;0;10.7692307692308;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, braised, non";"riboflavin, chicken, dark meat, lean only, thigh, braised, non";0;0;14.0384615384615;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, raw, enhanced";"riboflavin, chicken, dark meat, lean only, thigh, raw, enhanced";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, raw, non";"riboflavin, chicken, dark meat, lean only, thigh, raw, non";0;0;13.6538461538462;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, roasted, enhanced";"riboflavin, chicken, dark meat, lean only, thigh, roasted, enhanced";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, chicken, dark meat, lean only, thigh, roasted, non";"riboflavin, chicken, dark meat, lean only, thigh, roasted, non";0;0;14.4230769230769;0;0;0;0;0
"riboflavin, chicken, skin, braised, from drumsticks and thighs, enhanced";"riboflavin, chicken, skin, braised, from drumsticks and thighs, enhanced";0;0;3.07692307692308;0;0;0;0;0
"riboflavin, chicken, skin, braised, from drumsticks and thighs, non";"riboflavin, chicken, skin, braised, from drumsticks and thighs, non";0;0;4.23076923076923;0;0;0;0;0
"riboflavin, chicken, skin, raw, from drumsticks and thighs, enhanced";"riboflavin, chicken, skin, raw, from drumsticks and thighs, enhanced";0;0;3.07692307692308;0;0;0;0;0
"riboflavin, chicken, skin, raw, from drumsticks and thighs, non";"riboflavin, chicken, skin, raw, from drumsticks and thighs, non";0;0;2.5;0;0;0;0;0
"riboflavin, chicken, skin, roasted, from drumsticks and thighs, enhanced";"riboflavin, chicken, skin, roasted, from drumsticks and thighs, enhanced";0;0;4.61538461538461;0;0;0;0;0
"riboflavin, chicken, skin, roasted, from drumsticks and thighs, non";"riboflavin, chicken, skin, roasted, from drumsticks and thighs, non";0;0;4.80769230769231;0;0;0;0;0
"riboflavin, cottage cheese, ";"riboflavin, cottage cheese, ";0;0;18.034188034188;0;0;0;0;0
"riboflavin, greek yogurt, chobani plain non";"riboflavin, greek yogurt, chobani plain non";0;0;20.7692307692308;0;0;0;0;0
"riboflavin, greek yogurt, dannon oikos plain non";"riboflavin, greek yogurt, dannon oikos plain non";0;0;22.8205128205128;0;0;0;0;0
"riboflavin, greek yogurt, fage plain nonfat";"riboflavin, greek yogurt, fage plain nonfat";0;0;21.2820512820513;0;0;0;0;0
"riboflavin, ground turkey, ";"riboflavin, ground turkey, ";0;0;17.4358974358974;0;0;0;0;0
"riboflavin, haddock, raw";"riboflavin, haddock, raw";0;0;4.35897435897436;0;0;0;0;0
"riboflavin, mozzarella cheese, low";"riboflavin, mozzarella cheese, low";0;0;27.9487179487179;0;0;0;0;0
"riboflavin, mustard, yellow, frenchs classic";"riboflavin, mustard, yellow, frenchs classic";0;0;6.33333333333333;0;0;0;0;0
"riboflavin, mustard, yellow, store brand, great value & great value";"riboflavin, mustard, yellow, store brand, great value & great value";0;0;6.84615384615385;0;0;0;0;0
"riboflavin, mustard, yellow, store brand, kroger & kroger";"riboflavin, mustard, yellow, store brand, kroger & kroger";0;0;6.61538461538461;0;0;0;0;0
"riboflavin, mustard, yellow, store brand, safeway & safeway";"riboflavin, mustard, yellow, store brand, safeway & safeway";0;0;6.15384615384615;0;0;0;0;0
"riboflavin, onion rings, frozen, alexia";"riboflavin, onion rings, frozen, alexia";0;0;7.69230769230769;0;0;0;0;0
"riboflavin, onion rings, frozen, ore";"riboflavin, onion rings, frozen, ore";0;0;10.2564102564103;0;0;0;0;0
"riboflavin, onion rings, frozen, store brand/other";"riboflavin, onion rings, frozen, store brand/other";0;0;8.46153846153846;0;0;0;0;0
"riboflavin, parmesan cheese, grated, kraft ";"riboflavin, parmesan cheese, grated, kraft ";0;0;25.8974358974359;0;0;0;0;0
"riboflavin, parmesan cheese, grated, store brand/other brand, great value";"riboflavin, parmesan cheese, grated, store brand/other brand, great value";0;0;29.2307692307692;0;0;0;0;0
"riboflavin, parmesan cheese, grated, store brand/other brand, kroger";"riboflavin, parmesan cheese, grated, store brand/other brand, kroger";0;0;31.5384615384615;0;0;0;0;0
"riboflavin, parmesan cheese, grated, store brand/other brand, safeway kitchens";"riboflavin, parmesan cheese, grated, store brand/other brand, safeway kitchens";0;0;20.7692307692308;0;0;0;0;0
"riboflavin, peanut butter, creamy, jif";"riboflavin, peanut butter, creamy, jif";0;0;15.3846153846154;0;0;0;0;0
"riboflavin, peanut butter, creamy, skippy";"riboflavin, peanut butter, creamy, skippy";0;0;15.1282051282051;0;0;0;0;0
"riboflavin, peanut butter, creamy, store brand/other brand, great value";"riboflavin, peanut butter, creamy, store brand/other brand, great value";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, peanut butter, creamy, store brand/other brand, kroger";"riboflavin, peanut butter, creamy, store brand/other brand, kroger";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, peanut butter, creamy, store brand/other brand, safeway kitchens & shop rite";"riboflavin, peanut butter, creamy, store brand/other brand, safeway kitchens & shop rite";0;0;13.0769230769231;0;0;0;0;0
"riboflavin, pickles, kosher dill, spears, clausen";"riboflavin, pickles, kosher dill, spears, clausen";0;0;4.23076923076923;0;0;0;0;0
"riboflavin, pickles, kosher dill, spears, store brand, great value & great value";"riboflavin, pickles, kosher dill, spears, store brand, great value & great value";0;0;4.38461538461539;0;0;0;0;0
"riboflavin, pickles, kosher dill, spears, store brand, kroger";"riboflavin, pickles, kosher dill, spears, store brand, kroger";0;0;4.38461538461539;0;0;0;0;0
"riboflavin, pickles, kosher dill, spears, store brand, safeway";"riboflavin, pickles, kosher dill, spears, store brand, safeway";0;0;4.30769230769231;0;0;0;0;0
"riboflavin, pickles, kosher dill, spears, vlasic";"riboflavin, pickles, kosher dill, spears, vlasic";0;0;4.58974358974359;0;0;0;0;0
"riboflavin, pollock, raw";"riboflavin, pollock, raw";0;0;6.15384615384615;0;0;0;0;0
"riboflavin, pupusas, bean, flat stuffed corn biscuit";"riboflavin, pupusas, bean, flat stuffed corn biscuit";0;0;2.30769230769231;0;0;0;0;0
"riboflavin, sweet and sour pork, chinese restaurant";"riboflavin, sweet and sour pork, chinese restaurant";0;0;7.94871794871795;0;0;0;0;0
"riboflavin, tamale, pork";"riboflavin, tamale, pork";0;0;3.84615384615385;0;0;0;0;0
"riboflavin, tuna, canned, in water, drained solids,  bumblebee chunk light, in water ";"riboflavin, tuna, canned, in water, drained solids,  bumblebee chunk light, in water ";0;0;6.15384615384615;0;0;0;0;0
"riboflavin, tuna, canned, in water, drained solids,  chicken of the sea chunk light, in water ";"riboflavin, tuna, canned, in water, drained solids,  chicken of the sea chunk light, in water ";0;0;5.38461538461539;0;0;0;0;0
"riboflavin, tuna, canned, in water, drained solids,  starkist, chunk light, in water ";"riboflavin, tuna, canned, in water, drained solids,  starkist, chunk light, in water ";0;0;6.92307692307692;0;0;0;0;0
"riboflavin, tuna, canned, in water, drained solids, store brand,  great value &  safeway";"riboflavin, tuna, canned, in water, drained solids, store brand,  great value &  safeway";0;0;6.92307692307692;0;0;0;0;0
"riboflavin, white bread, pepperidge farms";"riboflavin, white bread, pepperidge farms";0;0;19.4871794871795;0;0;0;0;0
"riboflavin, white bread, sara lee soft and smooth classic whole";"riboflavin, white bread, sara lee soft and smooth classic whole";0;0;16.1538461538462;0;0;0;0;0
"riboflavin, white bread, store brand, americas choice large white";"riboflavin, white bread, store brand, americas choice large white";0;0;16.9230769230769;0;0;0;0;0
"riboflavin, white bread, store brand, food world sandwich bread";"riboflavin, white bread, store brand, food world sandwich bread";0;0;16.1538461538462;0;0;0;0;0
"riboflavin, white bread, store brand, great value white";"riboflavin, white bread, store brand, great value white";0;0;21.5384615384615;0;0;0;0;0
"riboflavin, white bread, store brand, kroger bread";"riboflavin, white bread, store brand, kroger bread";0;0;15.3846153846154;0;0;0;0;0
"riboflavin, white bread, store brand, lowes food store";"riboflavin, white bread, store brand, lowes food store";0;0;17.6923076923077;0;0;0;0;0
"riboflavin, white bread, store brand, publix bread";"riboflavin, white bread, store brand, publix bread";0;0;20.7692307692308;0;0;0;0;0
"riboflavin, white bread, store brand, safeway premium white";"riboflavin, white bread, store brand, safeway premium white";0;0;19.6153846153846;0;0;0;0;0
"riboflavin, white bread, store brand, shop rite round top white";"riboflavin, white bread, store brand, shop rite round top white";0;0;27.6923076923077;0;0;0;0;0
"riboflavin, white bread, store brand, sunnyside farms bread";"riboflavin, white bread, store brand, sunnyside farms bread";0;0;13.8461538461538;0;0;0;0;0
"riboflavin, whole wheat bread, natures own";"riboflavin, whole wheat bread, natures own";0;0;14.1025641025641;0;0;0;0;0
"riboflavin, whole wheat bread, store brand/other";"riboflavin, whole wheat bread, store brand/other";0;0;11.5384615384615;0;0;0;0;0
"riboflavin, whole wheat bread, stroehmann dutch county";"riboflavin, whole wheat bread, stroehmann dutch county";0;0;12.3076923076923;0;0;0;0;0
"riboflavin, yogurt, greek, strawberry, non";"riboflavin, yogurt, greek, strawberry, non";0;0;19.2307692307692;0;0;0;0;0
"romaine lettuce, pass ";"romaine lettuce, pass ";2.53571428571429;0.18624014022787;1.54945054945055;0;1.09051254089422;1.21580547112462;1.89010989010989;11.7305458768873
"romaine lettuce, region ";"romaine lettuce, region ";3.95;0.098159509202454;1.8974358974359;0;0.101781170483461;2.34042553191489;1.43076923076923;1.31868131868132
"sauce, pasta, spaghetti/marinara, ready";"sauce, pasta, spaghetti/marinara, ready";0;0;0;22;0;0;0;0
"sauce, salsa, ready";"sauce, salsa, ready";0;0;0;15.24;0;0;13.5384615384615;0
"sausage, breakfast sausage, beef, pre";"sausage, breakfast sausage, beef, pre";0;9.20245398773006;10.1538461538462;4;45.8015267175573;207.446808510638;11.5384615384615;48.4848484848485
"sausage, italian, pork, mild, cooked, pan";"sausage, italian, pork, mild, cooked, pan";0;0;18.6153846153846;5.84;0;0;26.3846153846154;0
"sausage, pork, chorizo, link or ground, cooked, pan";"sausage, pork, chorizo, link or ground, cooked, pan";2.5;0;32.3076923076923;0;0;0;42.6153846153846;0
"sausage, turkey, breakfast links, mild, raw";"sausage, turkey, breakfast links, mild, raw";0;12.5766871165644;22.7692307692308;0;57.2519083969466;297.872340425532;25.7692307692308;43.4782608695652
"seeds, sunflower seed kernels, dry roasted, with salt added";"seeds, sunflower seed kernels, dry roasted, with salt added";42.25;0;39;12.56;0;0;58.4615384615385;0
"sesame butter, creamy";"sesame butter, creamy";27.1;17.1165644171779;0;0;117.862595419847;444.840425531915;45.7923076923077;63.2689648107361
"sesame seed butter";"sesame seed butter";27.096875;17.1203987730061;0;0;117.843511450382;444.813829787234;45.7884615384615;63.2522407170295
"soy milk, refrigerated, sweetened";"soy milk, refrigerated, sweetened";3.95357142857143;2.41016652059597;25.4395604395604;0;13.0861504907306;53.1914893617021;2.8021978021978;53.3333333333333
"soy milk, unsweetened, plain, refrigerated";"soy milk, unsweetened, plain, refrigerated";3.9525;2.40950920245399;25.4384615384615;0;13.087786259542;53.1914893617021;2.80230769230769;53.3488914819137
"soy milk, unsweetened, plain, shelf stable";"soy milk, unsweetened, plain, shelf stable";4.9221875;2.6840490797546;6.46153846153846;1.1138;17.6526717557252;65.8377659574468;4.25;61.9195050774927
"spinach, baby";"spinach, baby";29.1265625;0;14.8846153846154;0;0;0;14.9677884615385;0
"spinach, mature";"spinach, mature";28.35;0;14.7692307692308;0;0;0;16.4846153846154;0
"spinach, regular";"spinach, regular";28.346875;0;14.7692307692308;0;0;0;16.4807692307692;0
"strawberries, fresh, pass ";"strawberries, fresh, pass ";0.645833333333333;0;0.179487179487179;0;0;0;0.871794871794872;0
"strawberries, fresh, region ";"strawberries, fresh, region ";0.5;0;0.549450549450549;0;0;0;0.791208791208791;0
"strawberries, raw";"strawberries, raw";2;0;1.23076923076923;20.7226666666667;0;0;2.69230769230769;0
"sugars, granulated";"sugars, granulated";0;0;0;399.2;0;0;0;0
"sunflower seeds dry roasted salted";"sunflower seeds dry roasted salted";42.25;0;38.974358974359;0;0;0;0;0
"sunflower seeds, dry roasted, salted ";"sunflower seeds, dry roasted, salted ";0;0;0;0;0;0;58.4615384615385;0
"tomato juice, shelf stable, from concentrate, with added ingredients";"tomato juice, shelf stable, from concentrate, with added ingredients";4.7325;0;0;0;0;0;5.85576923076923;0
"tomato juice, with added ingredients, from concentrate, shelf stable";"tomato juice, with added ingredients, from concentrate, shelf stable";4.7325;0;0;10.268;0;0;5.85615384615385;0
"tomato, roma";"tomato, roma";2.4985;0;0;0;0;0;6.07230769230769;0
"tomatoes, canned, red, ripe, diced";"tomatoes, canned, red, ripe, diced";0;0;0;11.96;0;0;0;0
"tomatoes, grape";"tomatoes, grape";2.375;0;5;0;0;0;4.61538461538462;0
"tomatoes, grape, raw";"tomatoes, grape, raw";2.5;0;5;0;0;0;4.61538461538461;0
"tomatoes, roma";"tomatoes, roma";2.4984375;0;0;0;0;0;6.07211538461538;0
"turkey breakfast sausage, butterball";"turkey breakfast sausage, butterball";0;0;23.0769230769231;0;0;0;17.3076923076923;0
"turkey breakfast sausage, honeysuckle white";"turkey breakfast sausage, honeysuckle white";0;0;22.3076923076923;0;0;0;37;0
"turkey breakfast sausage, jennie o ";"turkey breakfast sausage, jennie o ";0;12.5766871165644;23.4615384615385;0;57.2519083969466;297.872340425532;26.2307692307692;43.4782608695652
"turkey breakfast sausage, jimmy dean";"turkey breakfast sausage, jimmy dean";0;0;21.5384615384615;0;0;0;21.9230769230769;0
"turkey, ground, ";"turkey, ground, ";0;0;20.1538461538462;0;0;0;38.2307692307692;0
"vitamin b";"vitamin b";0;0;0;0;0;0;13.4698920988514;0
"yogurt, greek, plain, nonfat";"yogurt, greek, plain, nonfat";0;7.8680981595092;21.6153846153846;13.08;50.763358778626;271.276595744681;4.92307692307692;52.0039100684262
"yogurt, greek, plain, whole milk";"yogurt, greek, plain, whole milk";0;0;18.8;12.9896;0;0;3.38;0
"yogurt, greek, strawberry, nonfat";"yogurt, greek, strawberry, nonfat";5;0;19.2307692307692;46;0;0;3.84615384615385;0
"yogurt, greek, whole milk, plain";"yogurt, greek, whole milk, plain";0;0;18.7980769230769;0;0;0;3.37980769230769;0
"yogurt, plain, whole milk";"yogurt, plain, whole milk";0;0;18.7;16.3744;0;0;3.46615384615385;0
"yogurt, whole milk, plain";"yogurt, whole milk, plain";0;0;18.7019230769231;0;0;0;3.46634615384615;0
